"","li_avg.x","li_avg.y","ns_avg.x","ns_avg.y"
"1",0.247866711410637,0.862532013231128,0.783823364193259,1.21242764691895
"2",0.254718877782161,0.853823953664211,0.805491816833687,1.12855685997532
"3",0.261958514512514,0.846759086785633,0.828385558333817,1.06479418997861
"4",0.270030072356181,0.843075662439349,0.853910065385603,1.03299203886275
"5",0.271548023875028,0.831893254609008,0.858710249562872,0.942146581414805
"6",0.274616970083161,0.824411173167973,0.868415109597109,0.885868177303864
"7",0.279154736466196,0.817956151882268,0.882764786857242,0.84002379884433
"8",0.285474303579872,0.815328383137046,0.902749012762754,0.822047639281578
"9",0.292372725779146,0.812784350631077,0.924563739173929,0.805010879350511
"10",0.301903111227544,0.806210741482697,0.954701464170193,0.762606084219317
"11",0.311353853455957,0.800695328378626,0.984587335191113,0.7287556977139
"12",0.320928215284489,0.795950463829751,1.01486412571185,0.700839331997412
"13",0.330067121262365,0.791456922333831,1.04376388392406,0.67538821806604
"14",0.342520046368173,0.783470663577195,1.08314349078991,0.632414144939826
"15",0.355967271194922,0.771402083350558,1.1256673494508,0.572604591025348
"16",0.372429262301055,0.765407373366406,1.17772473616762,0.54503318529476
"17",0.388101454171069,0.747332134136054,1.22728455840403,0.469679421179069
"18",0.403552969126822,0.725702205717602,1.27614653896437,0.393071456651936
"19",0.42249834340895,0.701404127239841,1.33605707282027,0.321812015737508
"20",0.427827762499227,0.697286306384576,1.35291017575113,0.311085953891659
"21",0.454326046121805,0.671734354669544,1.43670510608361,0.252073922552972
"22",0.487674795361227,0.643048621835565,1.54216311079799,0.199053996661006
"23",0.521998358623549,0.61030798212103,1.65070374811981,0.152025083619159
"24",0.57317315129035,0.573875257893523,1.81253265173378,0.112630534764207
"25",0.602265199257154,0.535450744839578,1.90452978510776,0.0820859389021187
"26",0.605726896266518,0.494452221519712,1.91547663222674,0.0585683560852178
"27",0.60910796456054,0.451775700689476,1.92616850896043,0.0412121057770892
"28",0.60616711980222,0.407553396442702,1.91686874127917,0.0286277852298608
"29",0.61249043774293,0.363235442048854,1.93686482834122,0.0198637330503645
"30",0.562903045350644,0.3195755434522,1.78005572515309,0.0138481490749936
"31",0.532194483280613,0.27791597636827,1.68294672534314,0.00980245683907767
"32",0.48803939617188,0.238493834518673,1.5433160797964,0.00705214541928993
"33",0.447501235548994,0.205925302526787,1.41512316007433,0.00535506290099843
"34",0.403114711304082,0.173865568143011,1.27476064604213,0.00406272706876984
"35",0.370446559772697,0.148963290975281,1.17145488025543,0.00325849481279297
"36",0.345102275527475,0.152897423423466,1.09130921637381,0.00337567737695109
"37",0.323715990216484,0.139457349967959,1.02367984410087,0.00298909278013676
"38",0.320930976037457,0.14427373467396,1.01487285597928,0.0031232265541261
